Var1,Var2,r,se,p,n,Analysis,absZ
SmfqFullM 14yr,EasSocia 5yr,0.017,0.011,0,,QRS,1.57
SpinFullC 14yr,EasSocia 5yr,0.006,0.01,1.34e-225,,QRS,0.62
SppaSociaC 14yr,EasSocia 5yr,0.019,0.009,4.59e-58,,QRS,2.16
SwlsFullC 14yr,EasSocia 5yr,0.009,0.009,1.29e-179,,QRS,1.02
YptiFullC 14yr,EasSocia 5yr,0.016,0.009,1.06e-149,,QRS,1.82
SprakExpre 5yr,SlasFull 5yr,0.375,0.01,0,,QRS,39.06
SprakRecep 5yr,SlasFull 5yr,0.132,0.011,0,,QRS,12
SprakSeman 5yr,SlasFull 5yr,0.233,0.011,0,,QRS,21.98
CccCoher 8yr,SlasFull 5yr,0.467,0.009,0,,QRS,50.76
CebqFull 8yr,SlasFull 5yr,0.012,0.012,0,,QRS,1.03
NhpicBenev 8yr,SlasFull 5yr,0.054,0.012,0,,QRS,4.62
NhpicConsc 8yr,SlasFull 5yr,0.126,0.012,0,,QRS,10.96
RsdbdAdhd 8yr,SlasFull 5yr,0.172,0.011,0,,QRS,15.09
RsdbdCondu 8yr,SlasFull 5yr,0.106,0.012,0,,QRS,9.14
RsdbdHyper 8yr,SlasFull 5yr,0.185,0.011,0,,QRS,16.37
RsdbdInatt 8yr,SlasFull 5yr,0.254,0.011,0,,QRS,23.3
RsdbdOdd 8yr,SlasFull 5yr,0.071,0.012,0,,QRS,6.12
ScaredFull 8yr,SlasFull 5yr,0.085,0.012,0,,QRS,7.33
ScqRestr 8yr,SlasFull 5yr,0.373,0.011,0,,QRS,34.86
ScqSocia 8yr,SlasFull 5yr,0.053,0.012,0,,QRS,4.27
SmfqFull 8yr,SlasFull 5yr,0.105,0.012,0,,QRS,9.05
SpinFull 8yr,SlasFull 5yr,0.065,0.012,0,,QRS,5.51
SprakSeman 8yr,SlasFull 5yr,0.162,0.013,0,,QRS,12.09
CapeFullC 14yr,SlasFull 5yr,-0.004,0.017,0,,QRS,0.23
PeqParenC 14yr,SlasFull 5yr,0.034,0.017,0,,QRS,1.97
SbSchooC 14yr,SlasFull 5yr,0.053,0.017,0,,QRS,3.06
SclAnxieC 14yr,SlasFull 5yr,0.005,0.017,0,,QRS,0.29
SclDepreC 14yr,SlasFull 5yr,0.019,0.017,0,,QRS,1.1
SdqProsoC 14yr,SlasFull 5yr,0.07,0.018,0,,QRS,3.83
SdqProsoM 14yr,SlasFull 5yr,0.101,0.021,0,,QRS,4.79
SmfqFullC 14yr,SlasFull 5yr,-0.002,0.019,0,,QRS,0.11
SmfqFullM 14yr,SlasFull 5yr,0.089,0.022,0,,QRS,4.14
SpinFullC 14yr,SlasFull 5yr,-0.001,0.019,0,,QRS,0.05
SppaSociaC 14yr,SlasFull 5yr,0.035,0.017,0,,QRS,2.02
SwlsFullC 14yr,SlasFull 5yr,0.011,0.017,0,,QRS,0.64
YptiFullC 14yr,SlasFull 5yr,0.016,0.017,0,,QRS,0.92
SprakRecep 5yr,SprakExpre 5yr,0.468,0.004,0,,QRS,111.43
SprakSeman 5yr,SprakExpre 5yr,0.501,0.004,0,,QRS,125.25
CccCoher 8yr,SprakExpre 5yr,0.202,0.006,0,,QRS,32.58
CebqFull 8yr,SprakExpre 5yr,0.021,0.006,0,,QRS,3.28
NhpicBenev 8yr,SprakExpre 5yr,-0.001,0.006,0,,QRS,0.16
NhpicConsc 8yr,SprakExpre 5yr,-0.011,0.006,0,,QRS,1.72
RsdbdAdhd 8yr,SprakExpre 5yr,-0.024,0.006,0,,QRS,3.75
RsdbdCondu 8yr,SprakExpre 5yr,0.092,0.006,0,,QRS,14.37
RsdbdHyper 8yr,SprakExpre 5yr,0.044,0.006,0,,QRS,6.87
RsdbdInatt 8yr,SprakExpre 5yr,0.006,0.006,0,,QRS,0.94
RsdbdOdd 8yr,SprakExpre 5yr,0.013,0.006,0,,QRS,2.03
ScaredFull 8yr,SprakExpre 5yr,0.039,0.006,0,,QRS,6.09
ScqRestr 8yr,SprakExpre 5yr,0.118,0.007,0,,QRS,17.61
ScqSocia 8yr,SprakExpre 5yr,-0.019,0.007,0,,QRS,2.79
SmfqFull 8yr,SprakExpre 5yr,0.062,0.006,0,,QRS,9.69
SpinFull 8yr,SprakExpre 5yr,0.059,0.007,0,,QRS,9.08
SprakSeman 8yr,SprakExpre 5yr,0.278,0.006,0,,QRS,47.12
CapeFullC 14yr,SprakExpre 5yr,0.008,0.009,0,,QRS,0.87
PeqParenC 14yr,SprakExpre 5yr,0.018,0.009,0,,QRS,1.96
SbSchooC 14yr,SprakExpre 5yr,0.026,0.009,0,,QRS,2.83
SclAnxieC 14yr,SprakExpre 5yr,0.02,0.009,0,,QRS,2.17
SclDepreC 14yr,SprakExpre 5yr,0.029,0.009,0,,QRS,3.15
SdqProsoC 14yr,SprakExpre 5yr,0.034,0.01,0,,QRS,3.51
SdqProsoM 14yr,SprakExpre 5yr,0.055,0.011,0,,QRS,4.91
SmfqFullC 14yr,SprakExpre 5yr,0.012,0.01,0,,QRS,1.2
SmfqFullM 14yr,SprakExpre 5yr,0.029,0.012,0,,QRS,2.52
SpinFullC 14yr,SprakExpre 5yr,0.009,0.01,0,,QRS,0.88
SppaSociaC 14yr,SprakExpre 5yr,0.008,0.009,0,,QRS,0.87
SwlsFullC 14yr,SprakExpre 5yr,-0.005,0.009,0,,QRS,0.54
YptiFullC 14yr,SprakExpre 5yr,-0.017,0.009,0,,QRS,1.85
SprakSeman 5yr,SprakRecep 5yr,0.575,0.004,0,,QRS,159.72
CccCoher 8yr,SprakRecep 5yr,0.218,0.006,0,,QRS,35.74
CebqFull 8yr,SprakRecep 5yr,0.023,0.006,0,,QRS,3.59
NhpicBenev 8yr,SprakRecep 5yr,-0.004,0.006,0,,QRS,0.62
NhpicConsc 8yr,SprakRecep 5yr,0.004,0.006,0,,QRS,0.62
RsdbdAdhd 8yr,SprakRecep 5yr,-0.007,0.006,0,,QRS,1.09
RsdbdCondu 8yr,SprakRecep 5yr,0.127,0.006,0,,QRS,20.16
RsdbdHyper 8yr,SprakRecep 5yr,0.089,0.006,0,,QRS,13.91
RsdbdInatt 8yr,SprakRecep 5yr,0.045,0.006,0,,QRS,7.03
RsdbdOdd 8yr,SprakRecep 5yr,0.028,0.006,0,,QRS,4.38
ScaredFull 8yr,SprakRecep 5yr,0.055,0.006,0,,QRS,8.59
ScqRestr 8yr,SprakRecep 5yr,0.129,0.007,0,,QRS,19.25
ScqSocia 8yr,SprakRecep 5yr,-0.026,0.007,0,,QRS,3.82
SmfqFull 8yr,SprakRecep 5yr,0.122,0.006,0,,QRS,19.37
SpinFull 8yr,SprakRecep 5yr,0.069,0.007,0,,QRS,10.62
SprakSeman 8yr,SprakRecep 5yr,0.327,0.006,0,,QRS,56.38
CapeFullC 14yr,SprakRecep 5yr,0.004,0.009,0,,QRS,0.43
PeqParenC 14yr,SprakRecep 5yr,0.019,0.009,0,,QRS,2.07
SbSchooC 14yr,SprakRecep 5yr,0.031,0.009,0,,QRS,3.37
SclAnxieC 14yr,SprakRecep 5yr,0.014,0.009,0,,QRS,1.52
SclDepreC 14yr,SprakRecep 5yr,0.026,0.009,0,,QRS,2.83
SdqProsoC 14yr,SprakRecep 5yr,0.037,0.01,0,,QRS,3.81
SdqProsoM 14yr,SprakRecep 5yr,0.062,0.011,0,,QRS,5.54
SmfqFullC 14yr,SprakRecep 5yr,0.003,0.01,0,,QRS,0.3
SmfqFullM 14yr,SprakRecep 5yr,0.095,0.011,0,,QRS,8.33
SpinFullC 14yr,SprakRecep 5yr,0.001,0.01,0,,QRS,0.1
SppaSociaC 14yr,SprakRecep 5yr,0.023,0.009,0,,QRS,2.5
SwlsFullC 14yr,SprakRecep 5yr,0.01,0.009,0,,QRS,1.09
YptiFullC 14yr,SprakRecep 5yr,-0.011,0.009,0,,QRS,1.2
CccCoher 8yr,SprakSeman 5yr,0.256,0.006,0,,QRS,42.67
CebqFull 8yr,SprakSeman 5yr,0.017,0.006,0,,QRS,2.66
NhpicBenev 8yr,SprakSeman 5yr,-0.026,0.006,0,,QRS,4.06
NhpicConsc 8yr,SprakSeman 5yr,-0.016,0.006,0,,QRS,2.5
RsdbdAdhd 8yr,SprakSeman 5yr,-0.038,0.006,0,,QRS,5.94
RsdbdCondu 8yr,SprakSeman 5yr,0.081,0.006,0,,QRS,12.66
RsdbdHyper 8yr,SprakSeman 5yr,0.036,0.006,0,,QRS,5.62
RsdbdInatt 8yr,SprakSeman 5yr,0.013,0.006,0,,QRS,2.03
RsdbdOdd 8yr,SprakSeman 5yr,0.004,0.006,0,,QRS,0.62
ScaredFull 8yr,SprakSeman 5yr,0.043,0.006,0,,QRS,6.72
ScqRestr 8yr,SprakSeman 5yr,0.15,0.007,0,,QRS,22.39
ScqSocia 8yr,SprakSeman 5yr,-0.02,0.007,0,,QRS,2.94
SmfqFull 8yr,SprakSeman 5yr,0.083,0.006,0,,QRS,12.97
SpinFull 8yr,SprakSeman 5yr,0.065,0.007,0,,QRS,10
SprakSeman 8yr,SprakSeman 5yr,0.406,0.005,0,,QRS,75.19
CapeFullC 14yr,SprakSeman 5yr,0.009,0.009,0,,QRS,0.98
PeqParenC 14yr,SprakSeman 5yr,0.023,0.009,0,,QRS,2.5
SbSchooC 14yr,SprakSeman 5yr,0.014,0.009,0,,QRS,1.52
SclAnxieC 14yr,SprakSeman 5yr,0.005,0.009,0,,QRS,0.54
SclDepreC 14yr,SprakSeman 5yr,0.014,0.009,0,,QRS,1.52
SdqProsoC 14yr,SprakSeman 5yr,0.035,0.01,0,,QRS,3.61
SdqProsoM 14yr,SprakSeman 5yr,0.054,0.011,0,,QRS,4.82
SmfqFullC 14yr,SprakSeman 5yr,-0.001,0.01,0,,QRS,0.1
SmfqFullM 14yr,SprakSeman 5yr,0.052,0.012,0,,QRS,4.52
SpinFullC 14yr,SprakSeman 5yr,0.013,0.01,0,,QRS,1.29
SppaSociaC 14yr,SprakSeman 5yr,0.015,0.009,0,,QRS,1.63
SwlsFullC 14yr,SprakSeman 5yr,-0.005,0.009,0,,QRS,0.54
YptiFullC 14yr,SprakSeman 5yr,-0.01,0.009,0,,QRS,1.09
CebqFull 8yr,CccCoher 8yr,0.036,0.006,0,,QRS,6.1
NhpicBenev 8yr,CccCoher 8yr,0.036,0.006,0,,QRS,6.1
NhpicConsc 8yr,CccCoher 8yr,0.099,0.006,0,,QRS,17.07
RsdbdAdhd 8yr,CccCoher 8yr,0.146,0.006,0,,QRS,25.61
RsdbdCondu 8yr,CccCoher 8yr,0.143,0.006,0,,QRS,25.09
RsdbdHyper 8yr,CccCoher 8yr,0.186,0.006,0,,QRS,32.63
RsdbdInatt 8yr,CccCoher 8yr,0.222,0.006,0,,QRS,39.64
RsdbdOdd 8yr,CccCoher 8yr,0.1,0.006,0,,QRS,17.24
ScaredFull 8yr,CccCoher 8yr,0.097,0.006,0,,QRS,16.72
ScqRestr 8yr,CccCoher 8yr,0.325,0.006,0,,QRS,58.04
ScqSocia 8yr,CccCoher 8yr,-0.005,0.006,0,,QRS,0.81
SmfqFull 8yr,CccCoher 8yr,0.158,0.006,0,,QRS,27.72
SpinFull 8yr,CccCoher 8yr,0.119,0.006,0,,QRS,20.52
SprakSeman 8yr,CccCoher 8yr,0.417,0.005,0,,QRS,78.68
CapeFullC 14yr,CccCoher 8yr,0.013,0.009,0,,QRS,1.4
PeqParenC 14yr,CccCoher 8yr,0.019,0.009,0,,QRS,2.07
SbSchooC 14yr,CccCoher 8yr,0.016,0.009,0,,QRS,1.74
SclAnxieC 14yr,CccCoher 8yr,0.01,0.009,0,,QRS,1.09
SclDepreC 14yr,CccCoher 8yr,0.016,0.009,0,,QRS,1.74
SdqProsoC 14yr,CccCoher 8yr,0.076,0.01,0,,QRS,7.92
SdqProsoM 14yr,CccCoher 8yr,0.109,0.011,0,,QRS,10
SmfqFullC 14yr,CccCoher 8yr,0.002,0.009,0,,QRS,0.22
SmfqFullM 14yr,CccCoher 8yr,0.099,0.011,0,,QRS,9.43
SpinFullC 14yr,CccCoher 8yr,0.004,0.009,0,,QRS,0.43
SppaSociaC 14yr,CccCoher 8yr,0.033,0.009,0,,QRS,3.59
SwlsFullC 14yr,CccCoher 8yr,-0.008,0.009,0,,QRS,0.87
YptiFullC 14yr,CccCoher 8yr,0.001,0.009,0,,QRS,0.11
NhpicBenev 8yr,CebqFull 8yr,0.013,0.005,0,,QRS,2.71
NhpicConsc 8yr,CebqFull 8yr,0.008,0.005,0,,QRS,1.67
RsdbdAdhd 8yr,CebqFull 8yr,0.019,0.005,0,,QRS,3.96
RsdbdCondu 8yr,CebqFull 8yr,0.018,0.005,0,,QRS,3.75
RsdbdHyper 8yr,CebqFull 8yr,0.023,0.005,0,,QRS,4.79
RsdbdInatt 8yr,CebqFull 8yr,0.023,0.005,0,,QRS,4.79
RsdbdOdd 8yr,CebqFull 8yr,0.032,0.005,0,,QRS,6.67
ScaredFull 8yr,CebqFull 8yr,0.018,0.005,0,,QRS,3.75
ScqRestr 8yr,CebqFull 8yr,0.037,0.005,0,,QRS,6.98
ScqSocia 8yr,CebqFull 8yr,0.008,0.005,0,,QRS,1.51
SmfqFull 8yr,CebqFull 8yr,0.033,0.005,0,,QRS,6.88
SpinFull 8yr,CebqFull 8yr,0.029,0.005,0,,QRS,5.92
SprakSeman 8yr,CebqFull 8yr,0.03,0.006,0,,QRS,4.69
CapeFullC 14yr,CebqFull 8yr,0.006,0.008,2.34e-245,,QRS,0.76
PeqParenC 14yr,CebqFull 8yr,0.008,0.008,4.4e-232,,QRS,1.01
SbSchooC 14yr,CebqFull 8yr,0.016,0.008,6.74e-254,,QRS,1.93
SclAnxieC 14yr,CebqFull 8yr,0.013,0.008,0,,QRS,1.59
SclDepreC 14yr,CebqFull 8yr,0.009,0.008,0,,QRS,1.08
SdqProsoC 14yr,CebqFull 8yr,-0.008,0.009,1.1598869292536e-308,,QRS,0.91
SdqProsoM 14yr,CebqFull 8yr,-0.008,0.01,0,,QRS,0.83
SmfqFullC 14yr,CebqFull 8yr,0.011,0.008,2.1e-245,,QRS,1.39
SmfqFullM 14yr,CebqFull 8yr,0.008,0.009,0,,QRS,0.93
SpinFullC 14yr,CebqFull 8yr,0.011,0.008,0,,QRS,1.38
SppaSociaC 14yr,CebqFull 8yr,0.013,0.008,3.73e-182,,QRS,1.65
SwlsFullC 14yr,CebqFull 8yr,0.001,0.008,0,,QRS,0.13
YptiFullC 14yr,CebqFull 8yr,0.01,0.008,3.4e-279,,QRS,1.27
NhpicConsc 8yr,NhpicBenev 8yr,0.204,0.005,0,,QRS,44.35
RsdbdAdhd 8yr,NhpicBenev 8yr,0.182,0.005,0,,QRS,38.72
RsdbdCondu 8yr,NhpicBenev 8yr,0.144,0.005,0,,QRS,30.64
RsdbdHyper 8yr,NhpicBenev 8yr,0.197,0.005,0,,QRS,42.83
RsdbdInatt 8yr,NhpicBenev 8yr,0.153,0.005,0,,QRS,32.55
RsdbdOdd 8yr,NhpicBenev 8yr,0.34,0.004,0,,QRS,79.07
ScaredFull 8yr,NhpicBenev 8yr,0.055,0.005,0,,QRS,11.46
ScqRestr 8yr,NhpicBenev 8yr,0.066,0.005,0,,QRS,12.45
ScqSocia 8yr,NhpicBenev 8yr,0.017,0.005,0,,QRS,3.21
SmfqFull 8yr,NhpicBenev 8yr,0.147,0.005,0,,QRS,31.28
SpinFull 8yr,NhpicBenev 8yr,0.032,0.005,0,,QRS,6.53
SprakSeman 8yr,NhpicBenev 8yr,-0.024,0.006,0,,QRS,3.75
CapeFullC 14yr,NhpicBenev 8yr,0.019,0.008,5.02e-214,,QRS,2.41
PeqParenC 14yr,NhpicBenev 8yr,0.045,0.008,1.05e-198,,QRS,5.77
SbSchooC 14yr,NhpicBenev 8yr,0.016,0.008,1.81e-220,,QRS,1.95
SclAnxieC 14yr,NhpicBenev 8yr,0.017,0.008,0,,QRS,2.07
SclDepreC 14yr,NhpicBenev 8yr,0.02,0.008,0,,QRS,2.44
SdqProsoC 14yr,NhpicBenev 8yr,0.008,0.009,1.88e-281,,QRS,0.92
SdqProsoM 14yr,NhpicBenev 8yr,0.071,0.01,0,,QRS,7.47
SmfqFullC 14yr,NhpicBenev 8yr,0.02,0.008,1.47e-215,,QRS,2.53
SmfqFullM 14yr,NhpicBenev 8yr,0.053,0.009,0,,QRS,6.24
SpinFullC 14yr,NhpicBenev 8yr,0.02,0.008,0,,QRS,2.5
SppaSociaC 14yr,NhpicBenev 8yr,0.036,0.008,2.07e-150,,QRS,4.62
SwlsFullC 14yr,NhpicBenev 8yr,0.02,0.008,1.1125369646536e-308,,QRS,2.53
YptiFullC 14yr,NhpicBenev 8yr,0.047,0.008,3.94e-244,,QRS,5.95
RsdbdAdhd 8yr,NhpicConsc 8yr,0.34,0.004,0,,QRS,79.07
RsdbdCondu 8yr,NhpicConsc 8yr,0.069,0.005,0,,QRS,14.38
RsdbdHyper 8yr,NhpicConsc 8yr,0.192,0.005,0,,QRS,41.74
RsdbdInatt 8yr,NhpicConsc 8yr,0.389,0.004,0,,QRS,94.88
RsdbdOdd 8yr,NhpicConsc 8yr,0.138,0.005,0,,QRS,29.36
ScaredFull 8yr,NhpicConsc 8yr,0.051,0.005,0,,QRS,10.62
ScqRestr 8yr,NhpicConsc 8yr,0.076,0.005,0,,QRS,14.62
ScqSocia 8yr,NhpicConsc 8yr,0.02,0.005,0,,QRS,3.77
SmfqFull 8yr,NhpicConsc 8yr,0.115,0.005,0,,QRS,24.47
SpinFull 8yr,NhpicConsc 8yr,0.029,0.005,0,,QRS,5.92
SprakSeman 8yr,NhpicConsc 8yr,-0.012,0.006,0,,QRS,1.88
CapeFullC 14yr,NhpicConsc 8yr,0.014,0.008,3.45e-219,,QRS,1.77
PeqParenC 14yr,NhpicConsc 8yr,0.024,0.008,7.45e-207,,QRS,3.04
SbSchooC 14yr,NhpicConsc 8yr,0.019,0.008,2.39e-235,,QRS,2.32
SclAnxieC 14yr,NhpicConsc 8yr,0.011,0.008,0,,QRS,1.34
SclDepreC 14yr,NhpicConsc 8yr,0.015,0.008,0,,QRS,1.83
SdqProsoC 14yr,NhpicConsc 8yr,0.021,0.009,1.27e-293,,QRS,2.41
SdqProsoM 14yr,NhpicConsc 8yr,0.056,0.01,0,,QRS,5.89
SmfqFullC 14yr,NhpicConsc 8yr,0.007,0.008,6.54e-221,,QRS,0.89
SmfqFullM 14yr,NhpicConsc 8yr,0.052,0.009,0,,QRS,6.12
SpinFullC 14yr,NhpicConsc 8yr,0.008,0.008,0,,QRS,1
SppaSociaC 14yr,NhpicConsc 8yr,0.03,0.008,1.98e-156,,QRS,3.8
SwlsFullC 14yr,NhpicConsc 8yr,0.017,0.008,1.11253692925822e-308,,QRS,2.15
YptiFullC 14yr,NhpicConsc 8yr,0.027,0.008,1.92e-249,,QRS,3.42
RsdbdCondu 8yr,RsdbdAdhd 8yr,0.13,0.005,0,,QRS,27.66
RsdbdHyper 8yr,RsdbdAdhd 8yr,0.613,0.003,0,,QRS,204.33
RsdbdInatt 8yr,RsdbdAdhd 8yr,0.808,0.002,0,,QRS,475.29
RsdbdOdd 8yr,RsdbdAdhd 8yr,0.283,0.004,0,,QRS,64.32
ScaredFull 8yr,RsdbdAdhd 8yr,0.058,0.005,0,,QRS,12.08
ScqRestr 8yr,RsdbdAdhd 8yr,0.122,0.005,0,,QRS,23.46
ScqSocia 8yr,RsdbdAdhd 8yr,0.048,0.005,0,,QRS,9.06
SmfqFull 8yr,RsdbdAdhd 8yr,0.176,0.005,0,,QRS,37.45
SpinFull 8yr,RsdbdAdhd 8yr,0.037,0.005,0,,QRS,7.55
SprakSeman 8yr,RsdbdAdhd 8yr,-0.021,0.006,0,,QRS,3.28
CapeFullC 14yr,RsdbdAdhd 8yr,0.006,0.008,1.14e-218,,QRS,0.76
PeqParenC 14yr,RsdbdAdhd 8yr,0.022,0.008,7.03e-205,,QRS,2.78
SbSchooC 14yr,RsdbdAdhd 8yr,0.019,0.008,3.45e-230,,QRS,2.32
SclAnxieC 14yr,RsdbdAdhd 8yr,0.005,0.008,0,,QRS,0.61
SclDepreC 14yr,RsdbdAdhd 8yr,0,0.008,0,,QRS,0
SdqProsoC 14yr,RsdbdAdhd 8yr,0.017,0.009,8.05e-292,,QRS,1.95
SdqProsoM 14yr,RsdbdAdhd 8yr,0.04,0.01,0,,QRS,4.21
SmfqFullC 14yr,RsdbdAdhd 8yr,0.001,0.008,1.05e-220,,QRS,0.13
SmfqFullM 14yr,RsdbdAdhd 8yr,0.051,0.009,0,,QRS,6
SpinFullC 14yr,RsdbdAdhd 8yr,0.004,0.008,0,,QRS,0.5
SppaSociaC 14yr,RsdbdAdhd 8yr,0.02,0.008,2.96e-155,,QRS,2.53
SwlsFullC 14yr,RsdbdAdhd 8yr,0.001,0.008,1.11253692925677e-308,,QRS,0.13
YptiFullC 14yr,RsdbdAdhd 8yr,0.049,0.008,9.84e-245,,QRS,6.2
RsdbdHyper 8yr,RsdbdCondu 8yr,0.285,0.004,0,,QRS,64.77
RsdbdInatt 8yr,RsdbdCondu 8yr,0.153,0.005,0,,QRS,32.55
RsdbdOdd 8yr,RsdbdCondu 8yr,0.297,0.004,0,,QRS,67.5
ScaredFull 8yr,RsdbdCondu 8yr,0.064,0.005,0,,QRS,13.33
ScqRestr 8yr,RsdbdCondu 8yr,0.148,0.005,0,,QRS,28.46
ScqSocia 8yr,RsdbdCondu 8yr,-0.02,0.005,0,,QRS,3.77
SmfqFull 8yr,RsdbdCondu 8yr,0.275,0.004,0,,QRS,62.5
SpinFull 8yr,RsdbdCondu 8yr,0.066,0.005,0,,QRS,13.75
SprakSeman 8yr,RsdbdCondu 8yr,0.111,0.006,0,,QRS,17.34
CapeFullC 14yr,RsdbdCondu 8yr,-0.001,0.008,0,,QRS,0.13
PeqParenC 14yr,RsdbdCondu 8yr,0.032,0.008,0,,QRS,4.1
SbSchooC 14yr,RsdbdCondu 8yr,-0.007,0.008,0,,QRS,0.85
SclAnxieC 14yr,RsdbdCondu 8yr,-0.018,0.008,0,,QRS,2.2
SclDepreC 14yr,RsdbdCondu 8yr,0.003,0.008,0,,QRS,0.37
SdqProsoC 14yr,RsdbdCondu 8yr,0.111,0.009,0,,QRS,12.91
SdqProsoM 14yr,RsdbdCondu 8yr,0.189,0.009,0,,QRS,20.54
SmfqFullC 14yr,RsdbdCondu 8yr,-0.009,0.008,0,,QRS,1.14
SmfqFullM 14yr,RsdbdCondu 8yr,0.125,0.008,0,,QRS,14.88
SpinFullC 14yr,RsdbdCondu 8yr,-0.003,0.008,0,,QRS,0.38
SppaSociaC 14yr,RsdbdCondu 8yr,0.021,0.008,0,,QRS,2.69
SwlsFullC 14yr,RsdbdCondu 8yr,0,0.008,0,,QRS,0
YptiFullC 14yr,RsdbdCondu 8yr,0.019,0.008,0,,QRS,2.41
RsdbdInatt 8yr,RsdbdHyper 8yr,0.392,0.004,0,,QRS,95.61
RsdbdOdd 8yr,RsdbdHyper 8yr,0.321,0.004,0,,QRS,74.65
ScaredFull 8yr,RsdbdHyper 8yr,0.096,0.005,0,,QRS,20
ScqRestr 8yr,RsdbdHyper 8yr,0.214,0.005,0,,QRS,42.8
ScqSocia 8yr,RsdbdHyper 8yr,0.011,0.005,0,,QRS,2.08
SmfqFull 8yr,RsdbdHyper 8yr,0.252,0.005,0,,QRS,56
SpinFull 8yr,RsdbdHyper 8yr,0.074,0.005,0,,QRS,15.42
SprakSeman 8yr,RsdbdHyper 8yr,0.067,0.006,0,,QRS,10.47
CapeFullC 14yr,RsdbdHyper 8yr,0.017,0.008,0,,QRS,2.15
PeqParenC 14yr,RsdbdHyper 8yr,0.032,0.008,0,,QRS,4.05
SbSchooC 14yr,RsdbdHyper 8yr,0.007,0.008,0,,QRS,0.85
SclAnxieC 14yr,RsdbdHyper 8yr,0.024,0.008,0,,QRS,2.93
SclDepreC 14yr,RsdbdHyper 8yr,0.018,0.008,0,,QRS,2.2
SdqProsoC 14yr,RsdbdHyper 8yr,0.054,0.009,0,,QRS,6.21
SdqProsoM 14yr,RsdbdHyper 8yr,0.106,0.009,0,,QRS,11.28
SmfqFullC 14yr,RsdbdHyper 8yr,0.004,0.008,0,,QRS,0.51
SmfqFullM 14yr,RsdbdHyper 8yr,0.103,0.009,0,,QRS,12.12
SpinFullC 14yr,RsdbdHyper 8yr,0.009,0.008,0,,QRS,1.12
SppaSociaC 14yr,RsdbdHyper 8yr,0.01,0.008,0,,QRS,1.27
SwlsFullC 14yr,RsdbdHyper 8yr,0.007,0.008,0,,QRS,0.89
YptiFullC 14yr,RsdbdHyper 8yr,0.051,0.008,0,,QRS,6.46
RsdbdOdd 8yr,RsdbdInatt 8yr,0.25,0.005,0,,QRS,55.56
ScaredFull 8yr,RsdbdInatt 8yr,0.091,0.005,0,,QRS,18.96
ScqRestr 8yr,RsdbdInatt 8yr,0.169,0.005,0,,QRS,33.14
ScqSocia 8yr,RsdbdInatt 8yr,0.042,0.005,0,,QRS,7.92
SmfqFull 8yr,RsdbdInatt 8yr,0.211,0.005,0,,QRS,45.87
SpinFull 8yr,RsdbdInatt 8yr,0.063,0.005,0,,QRS,13.12
SprakSeman 8yr,RsdbdInatt 8yr,0.05,0.006,0,,QRS,7.81
CapeFullC 14yr,RsdbdInatt 8yr,0.019,0.008,5.64e-180,,QRS,2.41
PeqParenC 14yr,RsdbdInatt 8yr,0.026,0.008,2.2e-166,,QRS,3.29
SbSchooC 14yr,RsdbdInatt 8yr,0.033,0.008,6.52e-194,,QRS,4.02
SclAnxieC 14yr,RsdbdInatt 8yr,0.011,0.008,0,,QRS,1.34
SclDepreC 14yr,RsdbdInatt 8yr,0.012,0.008,0,,QRS,1.46
SdqProsoC 14yr,RsdbdInatt 8yr,0.036,0.009,2.05e-259,,QRS,4.14
SdqProsoM 14yr,RsdbdInatt 8yr,0.076,0.01,0,,QRS,8
SmfqFullC 14yr,RsdbdInatt 8yr,0,0.008,4.12e-182,,QRS,0
SmfqFullM 14yr,RsdbdInatt 8yr,0.089,0.009,0,,QRS,10.47
SpinFullC 14yr,RsdbdInatt 8yr,0.014,0.008,0,,QRS,1.75
SppaSociaC 14yr,RsdbdInatt 8yr,0.039,0.008,2.02e-116,,QRS,5
SwlsFullC 14yr,RsdbdInatt 8yr,0.009,0.008,5.95e-279,,QRS,1.14
YptiFullC 14yr,RsdbdInatt 8yr,0.038,0.008,7.33e-210,,QRS,4.81
ScaredFull 8yr,RsdbdOdd 8yr,0.096,0.005,0,,QRS,20
ScqRestr 8yr,RsdbdOdd 8yr,0.102,0.005,0,,QRS,19.62
ScqSocia 8yr,RsdbdOdd 8yr,0.017,0.005,0,,QRS,3.21
SmfqFull 8yr,RsdbdOdd 8yr,0.28,0.004,0,,QRS,63.64
SpinFull 8yr,RsdbdOdd 8yr,0.054,0.005,0,,QRS,11.02
SprakSeman 8yr,RsdbdOdd 8yr,0.023,0.006,0,,QRS,3.59
CapeFullC 14yr,RsdbdOdd 8yr,0.03,0.008,0,,QRS,3.8
PeqParenC 14yr,RsdbdOdd 8yr,0.057,0.008,0,,QRS,7.31
SbSchooC 14yr,RsdbdOdd 8yr,0.033,0.008,0,,QRS,4.02
SclAnxieC 14yr,RsdbdOdd 8yr,0.039,0.008,0,,QRS,4.76
SclDepreC 14yr,RsdbdOdd 8yr,0.048,0.008,0,,QRS,5.85
SdqProsoC 14yr,RsdbdOdd 8yr,0.028,0.009,0,,QRS,3.22
SdqProsoM 14yr,RsdbdOdd 8yr,0.115,0.009,0,,QRS,12.23
SmfqFullC 14yr,RsdbdOdd 8yr,0.037,0.008,0,,QRS,4.68
SmfqFullM 14yr,RsdbdOdd 8yr,0.108,0.009,0,,QRS,12.71
