"Var1","Var2","r","se","p","n"
"PeqParenC_14yr","EasShyne_5yr","-0.016","0.0088","9.87e-36","13004"
"SbSchooC_14yr","EasShyne_5yr","0.018","0.0088","1.36e-26","12979"
"SclAnxieC_14yr","EasShyne_5yr","0.01","0.0088","6.35e-229","12991"
"SclDepreC_14yr","EasShyne_5yr","0.01","0.0088","8.37e-77","12985"
"SdqProsoC_14yr","EasShyne_5yr","-0.08","0.0091","1.35e-14","11844"
"SdqProsoM_14yr","EasShyne_5yr","-0.161","0.0103","5.10e-259","8992"
"SmfqFullC_14yr","EasShyne_5yr","-0.014","0.0095","4.65e-17","11152"
"SmfqFullM_14yr","EasShyne_5yr","0.033","0.0108","0.00e+00","8587"
"SpinFullC_14yr","EasShyne_5yr","0.054","0.0095","6.19e-20","10908"
"SppaSociaC_14yr","EasShyne_5yr","-0.078","0.0087","2.13e-65","13014"
"SwlsFullC_14yr","EasShyne_5yr","-0.033","0.0088","5.19e-39","13004"
"YptiFullC_14yr","EasShyne_5yr","-0.031","0.0088","9.06e-32","12916"
"SlasFull_5yr","EasSocia_5yr","-0.105","0.0101","0.00e+00","9598"
"SprakExpre_5yr","EasSocia_5yr","0.144","0.0055","0.00e+00","31311"
"SprakRecep_5yr","EasSocia_5yr","0.079","0.0056","0.00e+00","31313"
"SprakSeman_5yr","EasSocia_5yr","0.106","0.0056","0.00e+00","31325"
"CccCoher_8yr","EasSocia_5yr","0.115","0.006","1.78e-289","27268"
"CebqFull_8yr","EasSocia_5yr","0.076","0.006","0.00e+00","27195"
"NhpicBenev_8yr","EasSocia_5yr","0.019","0.0061","3.37e-251","27261"
"NhpicConsc_8yr","EasSocia_5yr","-0.033","0.0061","5.26e-252","27260"
"RsdbdAdhd_8yr","EasSocia_5yr","-0.021","0.0061","1.37e-226","27281"
"RsdbdCondu_8yr","EasSocia_5yr","0.031","0.006","0.00e+00","27327"
"RsdbdHyper_8yr","EasSocia_5yr","-0.066","0.006","0.00e+00","27273"
"RsdbdInatt_8yr","EasSocia_5yr","0.011","0.0061","6.29e-269","27279"
"RsdbdOdd_8yr","EasSocia_5yr","0.024","0.0061","2.09e-311","27269"
"ScaredFull_8yr","EasSocia_5yr","0.079","0.006","0.00e+00","27290"
"ScqRestr_8yr","EasSocia_5yr","-0.086","0.0063","0.00e+00","24715"
"ScqSocia_8yr","EasSocia_5yr","0.061","0.0063","4.32e-308","24732"
"SmfqFull_8yr","EasSocia_5yr","0.03","0.0061","0.00e+00","27253"
"SpinFull_8yr","EasSocia_5yr","0.092","0.0061","0.00e+00","26806"
"SprakSeman_8yr","EasSocia_5yr","0.104","0.0066","0.00e+00","22609"
"CapeFullC_14yr","EasSocia_5yr","-0.01","0.0088","2.14e-155","12961"
"PeqParenC_14yr","EasSocia_5yr","-0.026","0.0088","1.50e-119","13006"
"SbSchooC_14yr","EasSocia_5yr","0.02","0.0088","2.44e-109","12981"
"SclAnxieC_14yr","EasSocia_5yr","-0.011","0.0088","4.34e-313","12993"
"SclDepreC_14yr","EasSocia_5yr","0.001","0.0088","4.58e-161","12987"
"SdqProsoC_14yr","EasSocia_5yr","-0.087","0.0091","9.30e-92","11847"
"SdqProsoM_14yr","EasSocia_5yr","-0.118","0.0104","5.07e-318","8994"
"SmfqFullC_14yr","EasSocia_5yr","-0.012","0.0095","4.93e-88","11153"
"SmfqFullM_14yr","EasSocia_5yr","0.015","0.0108","0.00e+00","8587"
"SpinFullC_14yr","EasSocia_5yr","0.036","0.0096","2.70e-90","10909"
"SppaSociaC_14yr","EasSocia_5yr","-0.079","0.0087","7.62e-151","13016"
"SwlsFullC_14yr","EasSocia_5yr","-0.034","0.0088","3.24e-122","13006"
"YptiFullC_14yr","EasSocia_5yr","-0.002","0.0088","9.17e-116","12918"
"SprakExpre_5yr","SlasFull_5yr","-0.434","0.0091","0.00e+00","7939"
"SprakRecep_5yr","SlasFull_5yr","-0.142","0.011","0.00e+00","7941"
"SprakSeman_5yr","SlasFull_5yr","-0.228","0.0106","0.00e+00","7945"
"CccCoher_8yr","SlasFull_5yr","-0.405","0.0098","0.00e+00","7290"
"CebqFull_8yr","SlasFull_5yr","-0.006","0.0117","0.00e+00","7283"
"NhpicBenev_8yr","SlasFull_5yr","-0.06","0.0117","0.00e+00","7305"
"NhpicConsc_8yr","SlasFull_5yr","0.181","0.0113","0.00e+00","7304"
"RsdbdAdhd_8yr","SlasFull_5yr","-0.276","0.0108","0.00e+00","7307"
"RsdbdCondu_8yr","SlasFull_5yr","-0.102","0.0116","0.00e+00","7322"
"RsdbdHyper_8yr","SlasFull_5yr","-0.19","0.0113","0.00e+00","7303"
"RsdbdInatt_8yr","SlasFull_5yr","-0.294","0.0107","0.00e+00","7306"
"RsdbdOdd_8yr","SlasFull_5yr","-0.103","0.0116","0.00e+00","7299"
"ScaredFull_8yr","SlasFull_5yr","-0.08","0.0116","0.00e+00","7307"
"ScqRestr_8yr","SlasFull_5yr","0.311","0.0112","0.00e+00","6491"
"ScqSocia_8yr","SlasFull_5yr","-0.088","0.0123","0.00e+00","6497"
"SmfqFull_8yr","SlasFull_5yr","-0.145","0.0115","0.00e+00","7298"
"SpinFull_8yr","SlasFull_5yr","-0.062","0.0118","0.00e+00","7146"
"SprakSeman_8yr","SlasFull_5yr","-0.155","0.0134","0.00e+00","5322"
"CapeFullC_14yr","SlasFull_5yr","0.03","0.0173","0.00e+00","3328"
"PeqParenC_14yr","SlasFull_5yr","0.009","0.0173","0.00e+00","3342"
"SbSchooC_14yr","SlasFull_5yr","0.002","0.0173","0.00e+00","3336"
"SclAnxieC_14yr","SlasFull_5yr","-0.007","0.0173","0.00e+00","3339"
"SclDepreC_14yr","SlasFull_5yr","0.008","0.0173","0.00e+00","3337"
"SdqProsoC_14yr","SlasFull_5yr","0.09","0.0182","0.00e+00","2967"
"SdqProsoM_14yr","SlasFull_5yr","0.112","0.021","0.00e+00","2211"
"SmfqFullC_14yr","SlasFull_5yr","0.014","0.0189","0.00e+00","2806"
"SmfqFullM_14yr","SlasFull_5yr","-0.087","0.0215","0.00e+00","2124"
"SpinFullC_14yr","SlasFull_5yr","0.016","0.0192","0.00e+00","2722"
"SppaSociaC_14yr","SlasFull_5yr","0.116","0.0171","0.00e+00","3346"
"SwlsFullC_14yr","SlasFull_5yr","0.053","0.0172","0.00e+00","3345"
"YptiFullC_14yr","SlasFull_5yr","0.012","0.0174","0.00e+00","3307"
"SprakRecep_5yr","SprakExpre_5yr","0.449","0.0043","0.00e+00","34850"
"SprakSeman_5yr","SprakExpre_5yr","0.493","0.0041","0.00e+00","34853"
"CccCoher_8yr","SprakExpre_5yr","0.244","0.006","0.00e+00","24221"
"CebqFull_8yr","SprakExpre_5yr","0.083","0.0064","0.00e+00","24120"
"NhpicBenev_8yr","SprakExpre_5yr","0.072","0.0064","0.00e+00","24176"
"NhpicConsc_8yr","SprakExpre_5yr","-0.119","0.0063","0.00e+00","24177"
"RsdbdAdhd_8yr","SprakExpre_5yr","0.147","0.0063","0.00e+00","24196"
"RsdbdCondu_8yr","SprakExpre_5yr","0.092","0.0064","0.00e+00","24236"
"RsdbdHyper_8yr","SprakExpre_5yr","0.096","0.0064","0.00e+00","24190"
"RsdbdInatt_8yr","SprakExpre_5yr","0.151","0.0063","0.00e+00","24195"
"RsdbdOdd_8yr","SprakExpre_5yr","0.112","0.0063","0.00e+00","24187"
"ScaredFull_8yr","SprakExpre_5yr","0.075","0.0064","0.00e+00","24203"
"ScqRestr_8yr","SprakExpre_5yr","-0.128","0.0067","0.00e+00","21440"
"ScqSocia_8yr","SprakExpre_5yr","0.013","0.0068","0.00e+00","21455"
"SmfqFull_8yr","SprakExpre_5yr","0.118","0.0063","0.00e+00","24167"
"SpinFull_8yr","SprakExpre_5yr","0.101","0.0064","0.00e+00","23778"
"SprakSeman_8yr","SprakExpre_5yr","0.297","0.0059","0.00e+00","24101"
"CapeFullC_14yr","SprakExpre_5yr","0.002","0.0092","0.00e+00","11802"
"PeqParenC_14yr","SprakExpre_5yr","-0.018","0.0092","0.00e+00","11843"
"SbSchooC_14yr","SprakExpre_5yr","0.033","0.0092","0.00e+00","11817"
"SclAnxieC_14yr","SprakExpre_5yr","0.015","0.0092","0.00e+00","11831"
"SclDepreC_14yr","SprakExpre_5yr","0.012","0.0092","0.00e+00","11825"
"SdqProsoC_14yr","SprakExpre_5yr","-0.062","0.0097","0.00e+00","10514"
"SdqProsoM_14yr","SprakExpre_5yr","-0.097","0.0111","0.00e+00","7924"
"SmfqFullC_14yr","SprakExpre_5yr","-0.001","0.01","0.00e+00","9913"
"SmfqFullM_14yr","SprakExpre_5yr","0.044","0.0115","0.00e+00","7573"
"SpinFullC_14yr","SprakExpre_5yr","0.022","0.0101","0.00e+00","9702"
"SppaSociaC_14yr","SprakExpre_5yr","-0.06","0.0092","0.00e+00","11850"
"SwlsFullC_14yr","SprakExpre_5yr","-0.031","0.0092","0.00e+00","11838"
"YptiFullC_14yr","SprakExpre_5yr","0.014","0.0092","0.00e+00","11765"
"SprakSeman_5yr","SprakRecep_5yr","0.578","0.0036","0.00e+00","34856"
"CccCoher_8yr","SprakRecep_5yr","0.282","0.0059","0.00e+00","24222"
"CebqFull_8yr","SprakRecep_5yr","0.11","0.0064","0.00e+00","24122"
"NhpicBenev_8yr","SprakRecep_5yr","0.131","0.0063","0.00e+00","24178"
"NhpicConsc_8yr","SprakRecep_5yr","-0.224","0.0061","0.00e+00","24179"
"RsdbdAdhd_8yr","SprakRecep_5yr","0.292","0.0059","0.00e+00","24198"
"RsdbdCondu_8yr","SprakRecep_5yr","0.136","0.0063","0.00e+00","24238"
"RsdbdHyper_8yr","SprakRecep_5yr","0.21","0.0061","0.00e+00","24192"
"RsdbdInatt_8yr","SprakRecep_5yr","0.298","0.0059","0.00e+00","24197"
"RsdbdOdd_8yr","SprakRecep_5yr","0.17","0.0062","0.00e+00","24189"
"ScaredFull_8yr","SprakRecep_5yr","0.069","0.0064","0.00e+00","24205"
"ScqRestr_8yr","SprakRecep_5yr","-0.138","0.0067","0.00e+00","21444"
"ScqSocia_8yr","SprakRecep_5yr","0.009","0.0068","0.00e+00","21459"
"SmfqFull_8yr","SprakRecep_5yr","0.208","0.0062","0.00e+00","24169"
"SpinFull_8yr","SprakRecep_5yr","0.117","0.0064","0.00e+00","23779"
"SprakSeman_8yr","SprakRecep_5yr","0.346","0.0057","0.00e+00","24103"
"CapeFullC_14yr","SprakRecep_5yr","0.04","0.0092","0.00e+00","11803"
"PeqParenC_14yr","SprakRecep_5yr","-0.064","0.0092","0.00e+00","11844"
"SbSchooC_14yr","SprakRecep_5yr","0.05","0.0092","0.00e+00","11818"
"SclAnxieC_14yr","SprakRecep_5yr","0.024","0.0092","0.00e+00","11832"
"SclDepreC_14yr","SprakRecep_5yr","0.034","0.0092","0.00e+00","11826"
"SdqProsoC_14yr","SprakRecep_5yr","-0.077","0.0097","0.00e+00","10515"
"SdqProsoM_14yr","SprakRecep_5yr","-0.125","0.0111","0.00e+00","7925"
"SmfqFullC_14yr","SprakRecep_5yr","0.029","0.01","0.00e+00","9913"
"SmfqFullM_14yr","SprakRecep_5yr","0.103","0.0114","0.00e+00","7574"
"SpinFullC_14yr","SprakRecep_5yr","0.028","0.0101","0.00e+00","9702"
"SppaSociaC_14yr","SprakRecep_5yr","-0.081","0.0091","0.00e+00","11851"
"SwlsFullC_14yr","SprakRecep_5yr","-0.059","0.0092","0.00e+00","11839"
"YptiFullC_14yr","SprakRecep_5yr","0.057","0.0092","0.00e+00","11766"
"CccCoher_8yr","SprakSeman_5yr","0.347","0.0057","0.00e+00","24230"
"CebqFull_8yr","SprakSeman_5yr","0.12","0.0063","0.00e+00","24137"
"NhpicBenev_8yr","SprakSeman_5yr","0.104","0.0064","0.00e+00","24193"
"NhpicConsc_8yr","SprakSeman_5yr","-0.194","0.0062","0.00e+00","24194"
"RsdbdAdhd_8yr","SprakSeman_5yr","0.235","0.0061","0.00e+00","24213"
"RsdbdCondu_8yr","SprakSeman_5yr","0.102","0.0064","0.00e+00","24253"
"RsdbdHyper_8yr","SprakSeman_5yr","0.148","0.0063","0.00e+00","24207"
"RsdbdInatt_8yr","SprakSeman_5yr","0.249","0.006","0.00e+00","24212"
"RsdbdOdd_8yr","SprakSeman_5yr","0.13","0.0063","0.00e+00","24204"
"ScaredFull_8yr","SprakSeman_5yr","0.074","0.0064","0.00e+00","24220"
"ScqRestr_8yr","SprakSeman_5yr","-0.174","0.0066","0.00e+00","21456"
"ScqSocia_8yr","SprakSeman_5yr","0.007","0.0068","0.00e+00","21471"
"SmfqFull_8yr","SprakSeman_5yr","0.176","0.0062","0.00e+00","24184"
"SpinFull_8yr","SprakSeman_5yr","0.116","0.0064","0.00e+00","23794"
"SprakSeman_8yr","SprakSeman_5yr","0.442","0.0052","0.00e+00","24119"
"CapeFullC_14yr","SprakSeman_5yr","0.006","0.0092","0.00e+00","11809"
"PeqParenC_14yr","SprakSeman_5yr","-0.024","0.0092","0.00e+00","11850"
"SbSchooC_14yr","SprakSeman_5yr","0.044","0.0092","0.00e+00","11824"
"SclAnxieC_14yr","SprakSeman_5yr","0.012","0.0092","0.00e+00","11838"
"SclDepreC_14yr","SprakSeman_5yr","0.01","0.0092","0.00e+00","11832"
"SdqProsoC_14yr","SprakSeman_5yr","-0.071","0.0097","0.00e+00","10519"
"SdqProsoM_14yr","SprakSeman_5yr","-0.118","0.0111","0.00e+00","7927"
"SmfqFullC_14yr","SprakSeman_5yr","0.001","0.01","0.00e+00","9918"
"SmfqFullM_14yr","SprakSeman_5yr","0.067","0.0114","0.00e+00","7577"
"SpinFullC_14yr","SprakSeman_5yr","0.025","0.0101","0.00e+00","9707"
"SppaSociaC_14yr","SprakSeman_5yr","-0.067","0.0091","0.00e+00","11857"
"SwlsFullC_14yr","SprakSeman_5yr","-0.033","0.0092","0.00e+00","11845"
"YptiFullC_14yr","SprakSeman_5yr","0.032","0.0092","0.00e+00","11772"
"CebqFull_8yr","CccCoher_8yr","0.142","0.0058","3.18e-188","28960"
"NhpicBenev_8yr","CccCoher_8yr","0.173","0.0057","5.39e-79","29025"
"NhpicConsc_8yr","CccCoher_8yr","-0.326","0.0052","1.93e-81","29027"
"RsdbdAdhd_8yr","CccCoher_8yr","0.401","0.0049","1.80e-80","29048"
"RsdbdCondu_8yr","CccCoher_8yr","0.175","0.0057","0.00e+00","29093"
"RsdbdHyper_8yr","CccCoher_8yr","0.291","0.0054","4.79e-180","29039"
"RsdbdInatt_8yr","CccCoher_8yr","0.414","0.0049","4.68e-121","29047"
"RsdbdOdd_8yr","CccCoher_8yr","0.216","0.0056","4.63e-159","29037"
"ScaredFull_8yr","CccCoher_8yr","0.118","0.0058","0.00e+00","29058"
"ScqRestr_8yr","CccCoher_8yr","-0.344","0.0055","0.00e+00","25756"
"ScqSocia_8yr","CccCoher_8yr","0.067","0.0062","3.77e-167","25775"
"SmfqFull_8yr","CccCoher_8yr","0.246","0.0055","0.00e+00","29012"
"SpinFull_8yr","CccCoher_8yr","0.163","0.0058","0.00e+00","28537"
"SprakSeman_8yr","CccCoher_8yr","0.493","0.0049","0.00e+00","24103"
"CapeFullC_14yr","CccCoher_8yr","0","0.0093","1.95e-104","11672"
"PeqParenC_14yr","CccCoher_8yr","-0.052","0.0092","3.30e-59","11714"
"SbSchooC_14yr","CccCoher_8yr","0.03","0.0092","9.38e-51","11692"
"SclAnxieC_14yr","CccCoher_8yr","0.014","0.0092","2.34e-240","11699"
"SclDepreC_14yr","CccCoher_8yr","0.01","0.0092","4.78e-98","11693"
"SdqProsoC_14yr","CccCoher_8yr","-0.103","0.0095","7.61e-40","10773"
"SdqProsoM_14yr","CccCoher_8yr","-0.173","0.0107","5.76e-237","8290"
"SmfqFullC_14yr","CccCoher_8yr","0.006","0.0093","2.09e-46","11684"
"SmfqFullM_14yr","CccCoher_8yr","0.117","0.0104","0.00e+00","8971"
"SpinFullC_14yr","CccCoher_8yr","0.016","0.0093","1.59e-46","11435"
"SppaSociaC_14yr","CccCoher_8yr","-0.086","0.0092","5.89e-86","11724"
"SwlsFullC_14yr","CccCoher_8yr","-0.061","0.0092","7.93e-66","11716"
"YptiFullC_14yr","CccCoher_8yr","0.062","0.0092","1.95e-55","11636"
"NhpicBenev_8yr","CebqFull_8yr","0.189","0.0046","4.79e-222","43044"
"NhpicConsc_8yr","CebqFull_8yr","-0.132","0.0047","1.87e-192","43046"
"RsdbdAdhd_8yr","CebqFull_8yr","0.128","0.0047","7.09e-174","43073"
"RsdbdCondu_8yr","CebqFull_8yr","0.112","0.0048","0.00e+00","43143"
"RsdbdHyper_8yr","CebqFull_8yr","0.113","0.0048","5.89e-321","43062"
"RsdbdInatt_8yr","CebqFull_8yr","0.117","0.0048","4.87e-236","43071"
"RsdbdOdd_8yr","CebqFull_8yr","0.151","0.0047","7.25e-316","43056"
"ScaredFull_8yr","CebqFull_8yr","0.089","0.0048","0.00e+00","43089"
"ScqRestr_8yr","CebqFull_8yr","-0.105","0.0052","0.00e+00","35790"
"ScqSocia_8yr","CebqFull_8yr","-0.064","0.0053","1.77e-292","35815"
"SmfqFull_8yr","CebqFull_8yr","0.155","0.0047","0.00e+00","43024"
"SpinFull_8yr","CebqFull_8yr","0.125","0.0048","0.00e+00","42052"
"SprakSeman_8yr","CebqFull_8yr","0.169","0.0063","0.00e+00","24004"
"CapeFullC_14yr","CebqFull_8yr","0.075","0.0078","8.98e-149","16083"
"PeqParenC_14yr","CebqFull_8yr","-0.046","0.0079","2.13e-95","16136"
"SbSchooC_14yr","CebqFull_8yr","0.048","0.0082","1.05e-79","14683"
"SclAnxieC_14yr","CebqFull_8yr","0.068","0.0082","1.37e-307","14692"
"SclDepreC_14yr","CebqFull_8yr","0.064","0.0082","6.67e-132","14686"
"SdqProsoC_14yr","CebqFull_8yr","-0.008","0.0088","1.77e-60","13024"
"SdqProsoM_14yr","CebqFull_8yr","-0.042","0.0096","0.00e+00","10913"
"SmfqFullC_14yr","CebqFull_8yr","0.068","0.0078","2.57e-77","16096"
"SmfqFullM_14yr","CebqFull_8yr","0.094","0.0085","0.00e+00","13625"
"SpinFullC_14yr","CebqFull_8yr","0.05","0.008","7.95e-84","15692"
"SppaSociaC_14yr","CebqFull_8yr","-0.054","0.0078","8.87e-136","16151"
"SwlsFullC_14yr","CebqFull_8yr","-0.058","0.0078","4.92e-101","16137"
"YptiFullC_14yr","CebqFull_8yr","0.053","0.0079","2.67e-80","16033"
"NhpicConsc_8yr","NhpicBenev_8yr","-0.379","0.0041","3.54e-70","43254"
"RsdbdAdhd_8yr","NhpicBenev_8yr","0.402","0.004","8.40e-33","43181"
"RsdbdCondu_8yr","NhpicBenev_8yr","0.366","0.0042","0.00e+00","43249"
"RsdbdHyper_8yr","NhpicBenev_8yr","0.405","0.004","1.11e-200","43170"
"RsdbdInatt_8yr","NhpicBenev_8yr","0.328","0.0043","1.91e-96","43179"
"RsdbdOdd_8yr","NhpicBenev_8yr","0.583","0.0032","3.48e-215","43164"
"ScaredFull_8yr","NhpicBenev_8yr","0.092","0.0048","0.00e+00","43191"
"ScqRestr_8yr","NhpicBenev_8yr","-0.166","0.0051","0.00e+00","35867"
"ScqSocia_8yr","NhpicBenev_8yr","0.004","0.0053","2.67e-153","35892"
"SmfqFull_8yr","NhpicBenev_8yr","0.318","0.0043","0.00e+00","43217"
"SpinFull_8yr","NhpicBenev_8yr","0.111","0.0048","0.00e+00","42150"
"SprakSeman_8yr","NhpicBenev_8yr","0.125","0.0063","0.00e+00","24057"
"CapeFullC_14yr","NhpicBenev_8yr","0.063","0.0078","4.21e-99","16126"
"PeqParenC_14yr","NhpicBenev_8yr","-0.152","0.0077","1.07e-45","16178"
"SbSchooC_14yr","NhpicBenev_8yr","0.083","0.0082","3.22e-33","14729"
"SclAnxieC_14yr","NhpicBenev_8yr","0.066","0.0082","2.15e-260","14737"
"SclDepreC_14yr","NhpicBenev_8yr","0.081","0.0082","8.90e-85","14731"
"SdqProsoC_14yr","NhpicBenev_8yr","-0.095","0.0087","4.03e-16","13063"
"SdqProsoM_14yr","NhpicBenev_8yr","-0.254","0.0089","4.39e-298","10956"
"SmfqFullC_14yr","NhpicBenev_8yr","0.091","0.0078","1.68e-31","16168"
"SmfqFullM_14yr","NhpicBenev_8yr","0.156","0.0083","0.00e+00","13703"
"SpinFullC_14yr","NhpicBenev_8yr","0.049","0.008","8.63e-36","15732"
"SppaSociaC_14yr","NhpicBenev_8yr","-0.065","0.0078","6.33e-88","16194"
"SwlsFullC_14yr","NhpicBenev_8yr","-0.103","0.0078","4.39e-52","16179"
"YptiFullC_14yr","NhpicBenev_8yr","0.135","0.0077","2.79e-33","16075"
"RsdbdAdhd_8yr","NhpicConsc_8yr","-0.597","0.0031","1.37e-46","43182"
"RsdbdCondu_8yr","NhpicConsc_8yr","-0.256","0.0045","0.00e+00","43250"
"RsdbdHyper_8yr","NhpicConsc_8yr","-0.384","0.0041","2.00e-219","43170"
"RsdbdInatt_8yr","NhpicConsc_8yr","-0.644","0.0028","2.97e-123","43180"
"RsdbdOdd_8yr","NhpicConsc_8yr","-0.32","0.0043","1.43e-169","43164"
"ScaredFull_8yr","NhpicConsc_8yr","-0.07","0.0048","0.00e+00","43193"
"ScqRestr_8yr","NhpicConsc_8yr","0.15","0.0052","0.00e+00","35869"
"ScqSocia_8yr","NhpicConsc_8yr","-0.011","0.0053","1.22e-148","35895"
"SmfqFull_8yr","NhpicConsc_8yr","-0.272","0.0045","0.00e+00","43220"
"SpinFull_8yr","NhpicConsc_8yr","-0.132","0.0048","0.00e+00","42152"
"SprakSeman_8yr","NhpicConsc_8yr","-0.24","0.0061","0.00e+00","24058"
"CapeFullC_14yr","NhpicConsc_8yr","-0.04","0.0079","1.51e-98","16126"
"PeqParenC_14yr","NhpicConsc_8yr","0.134","0.0077","3.46e-46","16178"
"SbSchooC_14yr","NhpicConsc_8yr","-0.072","0.0082","1.11e-32","14729"
"SclAnxieC_14yr","NhpicConsc_8yr","-0.05","0.0082","9.20e-260","14737"
"SclDepreC_14yr","NhpicConsc_8yr","-0.064","0.0082","4.48e-83","14731"
"SdqProsoC_14yr","NhpicConsc_8yr","0.125","0.0086","1.19e-15","13063"
"SdqProsoM_14yr","NhpicConsc_8yr","0.234","0.009","1.08e-303","10956"
"SmfqFullC_14yr","NhpicConsc_8yr","-0.064","0.0078","8.05e-29","16168"
"SmfqFullM_14yr","NhpicConsc_8yr","-0.142","0.0084","0.00e+00","13703"
"SpinFullC_14yr","NhpicConsc_8yr","-0.045","0.008","2.44e-37","15732"
"SppaSociaC_14yr","NhpicConsc_8yr","0.1","0.0078","2.09e-85","16194"
"SwlsFullC_14yr","NhpicConsc_8yr","0.102","0.0078","3.14e-50","16179"
"YptiFullC_14yr","NhpicConsc_8yr","-0.147","0.0077","8.38e-33","16075"
"RsdbdCondu_8yr","RsdbdAdhd_8yr","0.373","0.0041","0.00e+00","43281"
"RsdbdHyper_8yr","RsdbdAdhd_8yr","0.829","0.0015","0.00e+00","43273"
"RsdbdInatt_8yr","RsdbdAdhd_8yr","0.921","0.0007","0.00e+00","43282"
"RsdbdOdd_8yr","RsdbdAdhd_8yr","0.517","0.0035","7.46e-173","43266"
"ScaredFull_8yr","RsdbdAdhd_8yr","0.133","0.0047","0.00e+00","43273"
"ScqRestr_8yr","RsdbdAdhd_8yr","-0.316","0.0048","0.00e+00","35899"
"ScqSocia_8yr","RsdbdAdhd_8yr","-0.001","0.0053","1.81e-152","35925"
"SmfqFull_8yr","RsdbdAdhd_8yr","0.431","0.0039","0.00e+00","43154"
"SpinFull_8yr","RsdbdAdhd_8yr","0.16","0.0047","0.00e+00","42187"
"SprakSeman_8yr","RsdbdAdhd_8yr","0.308","0.0058","0.00e+00","24080"
"CapeFullC_14yr","RsdbdAdhd_8yr","0.045","0.0079","2.18e-102","16127"
"PeqParenC_14yr","RsdbdAdhd_8yr","-0.136","0.0077","6.37e-48","16179"
"SbSchooC_14yr","RsdbdAdhd_8yr","0.08","0.0082","2.06e-33","14730"
"SclAnxieC_14yr","RsdbdAdhd_8yr","0.038","0.0082","7.49e-261","14738"
"SclDepreC_14yr","RsdbdAdhd_8yr","0.052","0.0082","3.84e-84","14732"
"SdqProsoC_14yr","RsdbdAdhd_8yr","-0.136","0.0086","1.30e-15","13065"
"SdqProsoM_14yr","RsdbdAdhd_8yr","-0.231","0.009","9.53e-295","10964"
"SmfqFullC_14yr","RsdbdAdhd_8yr","0.058","0.0078","2.92e-30","16140"
"SmfqFullM_14yr","RsdbdAdhd_8yr","0.194","0.0082","0.00e+00","13680"
"SpinFullC_14yr","RsdbdAdhd_8yr","0.026","0.008","2.14e-39","15737"
"SppaSociaC_14yr","RsdbdAdhd_8yr","-0.112","0.0078","1.04e-87","16193"
"SwlsFullC_14yr","RsdbdAdhd_8yr","-0.098","0.0078","1.49e-53","16179"
"YptiFullC_14yr","RsdbdAdhd_8yr","0.167","0.0077","5.07e-40","16076"
"RsdbdHyper_8yr","RsdbdCondu_8yr","0.383","0.0041","0.00e+00","43270"
"RsdbdInatt_8yr","RsdbdCondu_8yr","0.309","0.0043","0.00e+00","43279"
"RsdbdOdd_8yr","RsdbdCondu_8yr","0.478","0.0037","0.00e+00","43263"
"ScaredFull_8yr","RsdbdCondu_8yr","0.045","0.0048","0.00e+00","43295"
"ScqRestr_8yr","RsdbdCondu_8yr","-0.149","0.0052","0.00e+00","35948"
"ScqSocia_8yr","RsdbdCondu_8yr","0.002","0.0053","0.00e+00","35975"
"SmfqFull_8yr","RsdbdCondu_8yr","0.316","0.0043","0.00e+00","43227"
"SpinFull_8yr","RsdbdCondu_8yr","0.082","0.0048","0.00e+00","42251"
"SprakSeman_8yr","RsdbdCondu_8yr","0.128","0.0063","0.00e+00","24114"
"CapeFullC_14yr","RsdbdCondu_8yr","0.005","0.0079","0.00e+00","16157"
"PeqParenC_14yr","RsdbdCondu_8yr","-0.113","0.0078","0.00e+00","16209"
"SbSchooC_14yr","RsdbdCondu_8yr","0.048","0.0082","0.00e+00","14757"
"SclAnxieC_14yr","RsdbdCondu_8yr","-0.026","0.0082","0.00e+00","14765"
"SclDepreC_14yr","RsdbdCondu_8yr","-0.007","0.0082","0.00e+00","14759"
"SdqProsoC_14yr","RsdbdCondu_8yr","-0.133","0.0086","0.00e+00","13089"
"SdqProsoM_14yr","RsdbdCondu_8yr","-0.216","0.0091","0.00e+00","10982"
"SmfqFullC_14yr","RsdbdCondu_8yr","0.004","0.0079","0.00e+00","16170"
"SmfqFullM_14yr","RsdbdCondu_8yr","0.129","0.0084","0.00e+00","13704"
"SpinFullC_14yr","RsdbdCondu_8yr","-0.022","0.008","0.00e+00","15763"
"SppaSociaC_14yr","RsdbdCondu_8yr","-0.04","0.0078","0.00e+00","16224"
"SwlsFullC_14yr","RsdbdCondu_8yr","-0.058","0.0078","0.00e+00","16210"
"YptiFullC_14yr","RsdbdCondu_8yr","0.147","0.0077","0.00e+00","16106"
"RsdbdInatt_8yr","RsdbdHyper_8yr","0.575","0.0032","2.02e-296","43270"
"RsdbdOdd_8yr","RsdbdHyper_8yr","0.509","0.0036","1.95e-308","43265"
"ScaredFull_8yr","RsdbdHyper_8yr","0.09","0.0048","0.00e+00","43263"
"ScqRestr_8yr","RsdbdHyper_8yr","-0.301","0.0048","0.00e+00","35890"
"ScqSocia_8yr","RsdbdHyper_8yr","-0.016","0.0053","1.23e-272","35916"
"SmfqFull_8yr","RsdbdHyper_8yr","0.366","0.0042","0.00e+00","43142"
"SpinFull_8yr","RsdbdHyper_8yr","0.114","0.0048","0.00e+00","42176"
"SprakSeman_8yr","RsdbdHyper_8yr","0.192","0.0062","0.00e+00","24075"
