"Var1","Var2","r","se","p"
"NhpicConsc_8yr","CbclInter_5yr","0.036","0.006","0.00e+00"
"RsdbdAdhd_8yr","CbclInter_5yr","0.064","0.006","0.00e+00"
"RsdbdCondu_8yr","CbclInter_5yr","0.076","0.006","0.00e+00"
"RsdbdHyper_8yr","CbclInter_5yr","0.095","0.006","0.00e+00"
"RsdbdInatt_8yr","CbclInter_5yr","0.086","0.006","0.00e+00"
"RsdbdOdd_8yr","CbclInter_5yr","0.098","0.006","0.00e+00"
"ScaredFull_8yr","CbclInter_5yr","0.252","0.0057","0.00e+00"
"ScqRestr_8yr","CbclInter_5yr","0.142","0.0062","0.00e+00"
"ScqSocia_8yr","CbclInter_5yr","-0.009","0.0064","0.00e+00"
"SmfqFull_8yr","CbclInter_5yr","0.173","0.0059","0.00e+00"
"SpinFull_8yr","CbclInter_5yr","0.101","0.006","0.00e+00"
"SprakSeman_8yr","CbclInter_5yr","0.075","0.0066","0.00e+00"
"CapeFullC_14yr","CbclInter_5yr","-0.007","0.0088","0.00e+00"
"PeqParenC_14yr","CbclInter_5yr","0.008","0.0088","0.00e+00"
"SbSchooC_14yr","CbclInter_5yr","0.004","0.0088","0.00e+00"
"SclAnxieC_14yr","CbclInter_5yr","0.033","0.0088","0.00e+00"
"SclDepreC_14yr","CbclInter_5yr","0.018","0.0088","0.00e+00"
"SdqProsoC_14yr","CbclInter_5yr","0.018","0.0092","0.00e+00"
"SdqProsoM_14yr","CbclInter_5yr","0.076","0.0105","0.00e+00"
"SmfqFullC_14yr","CbclInter_5yr","-0.008","0.0095","4.56e-321"
"SmfqFullM_14yr","CbclInter_5yr","0.11","0.0107","0.00e+00"
"SpinFullC_14yr","CbclInter_5yr","0.014","0.0096","0.00e+00"
"SppaSociaC_14yr","CbclInter_5yr","0.021","0.0088","1.07e-317"
"SwlsFullC_14yr","CbclInter_5yr","0.008","0.0088","0.00e+00"
"YptiFullC_14yr","CbclInter_5yr","0.005","0.0088","0.00e+00"
"CprsrsFull_5yr","CccCoher_5yr","0.167","0.0048","0.00e+00"
"EasActiv_5yr","CccCoher_5yr","0.015","0.0052","0.00e+00"
"EasEmoti_5yr","CccCoher_5yr","0.036","0.0052","0.00e+00"
"EasShyne_5yr","CccCoher_5yr","0.029","0.0052","0.00e+00"
"EasSocia_5yr","CccCoher_5yr","0.039","0.0052","1.94e-225"
"SlasFull_5yr","CccCoher_5yr","0.32","0.0087","0.00e+00"
"SprakExpre_5yr","CccCoher_5yr","0.167","0.0052","0.00e+00"
"SprakRecep_5yr","CccCoher_5yr","0.177","0.0052","0.00e+00"
"SprakSeman_5yr","CccCoher_5yr","0.203","0.0051","0.00e+00"
"CccCoher_8yr","CccCoher_5yr","0.3","0.0053","0.00e+00"
"CebqFull_8yr","CccCoher_5yr","0.03","0.0059","0.00e+00"
"NhpicBenev_8yr","CccCoher_5yr","0.017","0.0059","0.00e+00"
"NhpicConsc_8yr","CccCoher_5yr","0.062","0.0058","2.49e-317"
"RsdbdAdhd_8yr","CccCoher_5yr","0.102","0.0058","6.28e-311"
"RsdbdCondu_8yr","CccCoher_5yr","0.054","0.0058","0.00e+00"
"RsdbdHyper_8yr","CccCoher_5yr","0.09","0.0058","0.00e+00"
"RsdbdInatt_8yr","CccCoher_5yr","0.129","0.0058","2.74e-262"
"RsdbdOdd_8yr","CccCoher_5yr","0.044","0.0059","0.00e+00"
"ScaredFull_8yr","CccCoher_5yr","0.037","0.0059","0.00e+00"
"ScqRestr_8yr","CccCoher_5yr","0.136","0.0061","0.00e+00"
"ScqSocia_8yr","CccCoher_5yr","-0.005","0.0062","0.00e+00"
"SmfqFull_8yr","CccCoher_5yr","0.059","0.0058","0.00e+00"
"SpinFull_8yr","CccCoher_5yr","0.042","0.0059","0.00e+00"
"SprakSeman_8yr","CccCoher_5yr","0.11","0.0064","0.00e+00"
"CapeFullC_14yr","CccCoher_5yr","0.005","0.0085","1.97e-185"
"PeqParenC_14yr","CccCoher_5yr","0.015","0.0085","3.17e-146"
"SbSchooC_14yr","CccCoher_5yr","0.001","0.0085","7.11e-177"
"SclAnxieC_14yr","CccCoher_5yr","-0.005","0.0085","0.00e+00"
"SclDepreC_14yr","CccCoher_5yr","0","0.0085","0.00e+00"
"SdqProsoC_14yr","CccCoher_5yr","0.047","0.009","4.94e-249"
"SdqProsoM_14yr","CccCoher_5yr","0.052","0.0103","0.00e+00"
"SmfqFullC_14yr","CccCoher_5yr","-0.003","0.0093","8.99e-133"
"SmfqFullM_14yr","CccCoher_5yr","0.028","0.0105","0.00e+00"
"SpinFullC_14yr","CccCoher_5yr","-0.023","0.0093","1.32e-270"
"SppaSociaC_14yr","CccCoher_5yr","0.017","0.0085","1.96e-100"
"SwlsFullC_14yr","CccCoher_5yr","-0.011","0.0085","2.29e-229"
"YptiFullC_14yr","CccCoher_5yr","0.006","0.0085","9.72e-195"
"EasActiv_5yr","CprsrsFull_5yr","0.09","0.0051","0.00e+00"
"EasEmoti_5yr","CprsrsFull_5yr","0.145","0.0051","0.00e+00"
"EasShyne_5yr","CprsrsFull_5yr","0.029","0.0052","0.00e+00"
"EasSocia_5yr","CprsrsFull_5yr","0.046","0.0052","0.00e+00"
"SlasFull_5yr","CprsrsFull_5yr","0.288","0.0089","0.00e+00"
"SprakExpre_5yr","CprsrsFull_5yr","0.047","0.0054","0.00e+00"
"SprakRecep_5yr","CprsrsFull_5yr","0.126","0.0053","0.00e+00"
"SprakSeman_5yr","CprsrsFull_5yr","0.036","0.0054","0.00e+00"
"CccCoher_8yr","CprsrsFull_5yr","0.174","0.0057","0.00e+00"
"CebqFull_8yr","CprsrsFull_5yr","0.035","0.0059","0.00e+00"
"NhpicBenev_8yr","CprsrsFull_5yr","0.105","0.0058","0.00e+00"
"NhpicConsc_8yr","CprsrsFull_5yr","0.172","0.0057","0.00e+00"
"RsdbdAdhd_8yr","CprsrsFull_5yr","0.329","0.0052","0.00e+00"
"RsdbdCondu_8yr","CprsrsFull_5yr","0.113","0.0058","0.00e+00"
"RsdbdHyper_8yr","CprsrsFull_5yr","0.28","0.0054","0.00e+00"
"RsdbdInatt_8yr","CprsrsFull_5yr","0.323","0.0053","0.00e+00"
"RsdbdOdd_8yr","CprsrsFull_5yr","0.154","0.0057","0.00e+00"
"ScaredFull_8yr","CprsrsFull_5yr","0.053","0.0059","0.00e+00"
"ScqRestr_8yr","CprsrsFull_5yr","0.132","0.0061","0.00e+00"
"ScqSocia_8yr","CprsrsFull_5yr","0.031","0.0062","0.00e+00"
"SmfqFull_8yr","CprsrsFull_5yr","0.13","0.0058","0.00e+00"
"SpinFull_8yr","CprsrsFull_5yr","0.061","0.0059","0.00e+00"
"SprakSeman_8yr","CprsrsFull_5yr","0.022","0.0064","0.00e+00"
"CapeFullC_14yr","CprsrsFull_5yr","0.006","0.0085","1.30e-285"
"PeqParenC_14yr","CprsrsFull_5yr","0.023","0.0085","2.92e-244"
"SbSchooC_14yr","CprsrsFull_5yr","0.016","0.0085","1.50e-275"
"SclAnxieC_14yr","CprsrsFull_5yr","0.003","0.0085","0.00e+00"
"SclDepreC_14yr","CprsrsFull_5yr","-0.001","0.0085","0.00e+00"
"SdqProsoC_14yr","CprsrsFull_5yr","0.023","0.009","0.00e+00"
"SdqProsoM_14yr","CprsrsFull_5yr","0.051","0.0103","0.00e+00"
"SmfqFullC_14yr","CprsrsFull_5yr","0.009","0.0093","8.88e-211"
"SmfqFullM_14yr","CprsrsFull_5yr","0.043","0.0105","0.00e+00"
"SpinFullC_14yr","CprsrsFull_5yr","0.007","0.0094","0.00e+00"
"SppaSociaC_14yr","CprsrsFull_5yr","0.026","0.0085","4.89e-199"
"SwlsFullC_14yr","CprsrsFull_5yr","0.006","0.0085","0.00e+00"
"YptiFullC_14yr","CprsrsFull_5yr","0.044","0.0085","3.84e-297"
"EasEmoti_5yr","EasActiv_5yr","0.057","0.0052","0.00e+00"
"EasShyne_5yr","EasActiv_5yr","0.094","0.0051","0.00e+00"
"EasSocia_5yr","EasActiv_5yr","0.114","0.0051","0.00e+00"
"SlasFull_5yr","EasActiv_5yr","0.032","0.0102","0.00e+00"
"SprakExpre_5yr","EasActiv_5yr","-0.01","0.0057","0.00e+00"
"SprakRecep_5yr","EasActiv_5yr","-0.008","0.0057","0.00e+00"
"SprakSeman_5yr","EasActiv_5yr","-0.017","0.0056","0.00e+00"
"CccCoher_8yr","EasActiv_5yr","0.024","0.0061","0.00e+00"
"CebqFull_8yr","EasActiv_5yr","0.005","0.0061","0.00e+00"
"NhpicBenev_8yr","EasActiv_5yr","0.069","0.006","0.00e+00"
"NhpicConsc_8yr","EasActiv_5yr","0.064","0.006","0.00e+00"
"RsdbdAdhd_8yr","EasActiv_5yr","0.085","0.006","0.00e+00"
"RsdbdCondu_8yr","EasActiv_5yr","0.032","0.006","0.00e+00"
"RsdbdHyper_8yr","EasActiv_5yr","0.131","0.006","0.00e+00"
"RsdbdInatt_8yr","EasActiv_5yr","0.073","0.006","0.00e+00"
"RsdbdOdd_8yr","EasActiv_5yr","0.041","0.006","0.00e+00"
"ScaredFull_8yr","EasActiv_5yr","0.026","0.006","0.00e+00"
"ScqRestr_8yr","EasActiv_5yr","0.041","0.0063","0.00e+00"
"ScqSocia_8yr","EasActiv_5yr","0.018","0.0064","0.00e+00"
"SmfqFull_8yr","EasActiv_5yr","0.046","0.006","0.00e+00"
"SpinFull_8yr","EasActiv_5yr","0.02","0.0061","0.00e+00"
"SprakSeman_8yr","EasActiv_5yr","-0.015","0.0066","0.00e+00"
"CapeFullC_14yr","EasActiv_5yr","-0.002","0.0088","0.00e+00"
"PeqParenC_14yr","EasActiv_5yr","0.004","0.0088","0.00e+00"
"SbSchooC_14yr","EasActiv_5yr","0.006","0.0088","0.00e+00"
"SclAnxieC_14yr","EasActiv_5yr","0.018","0.0088","0.00e+00"
"SclDepreC_14yr","EasActiv_5yr","0","0.0088","0.00e+00"
"SdqProsoC_14yr","EasActiv_5yr","0.003","0.0092","0.00e+00"
"SdqProsoM_14yr","EasActiv_5yr","0.004","0.0105","0.00e+00"
"SmfqFullC_14yr","EasActiv_5yr","0.003","0.0095","5.42e-311"
"SmfqFullM_14yr","EasActiv_5yr","0.024","0.0108","0.00e+00"
"SpinFullC_14yr","EasActiv_5yr","0.003","0.0096","0.00e+00"
"SppaSociaC_14yr","EasActiv_5yr","0.004","0.0088","2.31e-319"
"SwlsFullC_14yr","EasActiv_5yr","0.002","0.0088","0.00e+00"
"YptiFullC_14yr","EasActiv_5yr","0.012","0.0088","0.00e+00"
"EasShyne_5yr","EasEmoti_5yr","0.115","0.0051","0.00e+00"
"EasSocia_5yr","EasEmoti_5yr","0.043","0.0052","0.00e+00"
"SlasFull_5yr","EasEmoti_5yr","0.076","0.0101","0.00e+00"
"SprakExpre_5yr","EasEmoti_5yr","-0.013","0.0056","0.00e+00"
"SprakRecep_5yr","EasEmoti_5yr","-0.014","0.0056","0.00e+00"
"SprakSeman_5yr","EasEmoti_5yr","-0.036","0.0056","0.00e+00"
"CccCoher_8yr","EasEmoti_5yr","0.029","0.0061","0.00e+00"
"CebqFull_8yr","EasEmoti_5yr","-0.002","0.0061","0.00e+00"
"NhpicBenev_8yr","EasEmoti_5yr","0.16","0.0059","0.00e+00"
"NhpicConsc_8yr","EasEmoti_5yr","0.071","0.006","0.00e+00"
"RsdbdAdhd_8yr","EasEmoti_5yr","0.102","0.006","0.00e+00"
"RsdbdCondu_8yr","EasEmoti_5yr","0.033","0.006","0.00e+00"
"RsdbdHyper_8yr","EasEmoti_5yr","0.086","0.006","0.00e+00"
"RsdbdInatt_8yr","EasEmoti_5yr","0.095","0.006","0.00e+00"
"RsdbdOdd_8yr","EasEmoti_5yr","0.147","0.0059","0.00e+00"
"ScaredFull_8yr","EasEmoti_5yr","0.039","0.006","0.00e+00"
"ScqRestr_8yr","EasEmoti_5yr","0.044","0.0063","0.00e+00"
"ScqSocia_8yr","EasEmoti_5yr","0.015","0.0064","0.00e+00"
"SmfqFull_8yr","EasEmoti_5yr","0.084","0.006","0.00e+00"
"SpinFull_8yr","EasEmoti_5yr","0.018","0.0061","0.00e+00"
"SprakSeman_8yr","EasEmoti_5yr","-0.035","0.0066","0.00e+00"
"CapeFullC_14yr","EasEmoti_5yr","0.017","0.0088","0.00e+00"
"PeqParenC_14yr","EasEmoti_5yr","0.016","0.0088","0.00e+00"
"SbSchooC_14yr","EasEmoti_5yr","0.021","0.0088","0.00e+00"
"SclAnxieC_14yr","EasEmoti_5yr","0.013","0.0088","0.00e+00"
"SclDepreC_14yr","EasEmoti_5yr","0.014","0.0088","0.00e+00"
"SdqProsoC_14yr","EasEmoti_5yr","0.004","0.0092","0.00e+00"
"SdqProsoM_14yr","EasEmoti_5yr","0.026","0.0105","0.00e+00"
"SmfqFullC_14yr","EasEmoti_5yr","0.008","0.0095","0.00e+00"
"SmfqFullM_14yr","EasEmoti_5yr","0.043","0.0108","0.00e+00"
"SpinFullC_14yr","EasEmoti_5yr","0.014","0.0096","0.00e+00"
"SppaSociaC_14yr","EasEmoti_5yr","0.025","0.0088","0.00e+00"
"SwlsFullC_14yr","EasEmoti_5yr","0.016","0.0088","0.00e+00"
"YptiFullC_14yr","EasEmoti_5yr","0.024","0.0088","0.00e+00"
"EasSocia_5yr","EasShyne_5yr","0.341","0.0046","0.00e+00"
"SlasFull_5yr","EasShyne_5yr","0.099","0.0101","0.00e+00"
"SprakExpre_5yr","EasShyne_5yr","0.041","0.0056","0.00e+00"
"SprakRecep_5yr","EasShyne_5yr","-0.006","0.0057","0.00e+00"
"SprakSeman_5yr","EasShyne_5yr","0.002","0.0057","0.00e+00"
"CccCoher_8yr","EasShyne_5yr","0.03","0.0061","0.00e+00"
"CebqFull_8yr","EasShyne_5yr","-0.013","0.0061","0.00e+00"
"NhpicBenev_8yr","EasShyne_5yr","0.045","0.006","0.00e+00"
"NhpicConsc_8yr","EasShyne_5yr","0.046","0.006","0.00e+00"
"RsdbdAdhd_8yr","EasShyne_5yr","0.025","0.0061","0.00e+00"
"RsdbdCondu_8yr","EasShyne_5yr","0.006","0.006","0.00e+00"
"RsdbdHyper_8yr","EasShyne_5yr","0.039","0.006","0.00e+00"
"RsdbdInatt_8yr","EasShyne_5yr","0.033","0.006","0.00e+00"
"RsdbdOdd_8yr","EasShyne_5yr","0.023","0.0061","0.00e+00"
"ScaredFull_8yr","EasShyne_5yr","0.055","0.006","0.00e+00"
"ScqRestr_8yr","EasShyne_5yr","0.056","0.0063","0.00e+00"
"ScqSocia_8yr","EasShyne_5yr","0.015","0.0064","0.00e+00"
"SmfqFull_8yr","EasShyne_5yr","0.035","0.0061","0.00e+00"
"SpinFull_8yr","EasShyne_5yr","0.027","0.0061","0.00e+00"
"SprakSeman_8yr","EasShyne_5yr","0","0.0067","0.00e+00"
"CapeFullC_14yr","EasShyne_5yr","-0.003","0.0088","2.87e-205"
"PeqParenC_14yr","EasShyne_5yr","0.018","0.0088","6.43e-159"
"SbSchooC_14yr","EasShyne_5yr","0.034","0.0088","1.91e-190"
"SclAnxieC_14yr","EasShyne_5yr","0.018","0.0088","0.00e+00"
"SclDepreC_14yr","EasShyne_5yr","0.013","0.0088","0.00e+00"
"SdqProsoC_14yr","EasShyne_5yr","0.006","0.0092","7.50e-269"
"SdqProsoM_14yr","EasShyne_5yr","0.057","0.0105","0.00e+00"
"SmfqFullC_14yr","EasShyne_5yr","-0.006","0.0095","3.10e-147"
"SmfqFullM_14yr","EasShyne_5yr","0.033","0.0108","0.00e+00"
"SpinFullC_14yr","EasShyne_5yr","-0.002","0.0096","2.71e-277"
"SppaSociaC_14yr","EasShyne_5yr","0.014","0.0088","9.10e-120"
"SwlsFullC_14yr","EasShyne_5yr","0.019","0.0088","2.72e-242"
"YptiFullC_14yr","EasShyne_5yr","0.02","0.0088","8.22e-210"
"SlasFull_5yr","EasSocia_5yr","0.087","0.0101","0.00e+00"
"SprakExpre_5yr","EasSocia_5yr","0.035","0.0056","0.00e+00"
"SprakRecep_5yr","EasSocia_5yr","0.015","0.0057","0.00e+00"
"SprakSeman_5yr","EasSocia_5yr","0.02","0.0056","0.00e+00"
"CccCoher_8yr","EasSocia_5yr","0.044","0.006","0.00e+00"
"CebqFull_8yr","EasSocia_5yr","0.011","0.0061","0.00e+00"
"NhpicBenev_8yr","EasSocia_5yr","0.031","0.0061","4.51e-262"
"NhpicConsc_8yr","EasSocia_5yr","0.034","0.006","8.96e-264"
"RsdbdAdhd_8yr","EasSocia_5yr","0.031","0.006","1.20e-245"
"RsdbdCondu_8yr","EasSocia_5yr","0.017","0.006","0.00e+00"
"RsdbdHyper_8yr","EasSocia_5yr","0.048","0.006","0.00e+00"
"RsdbdInatt_8yr","EasSocia_5yr","0.042","0.006","2.49e-195"
"RsdbdOdd_8yr","EasSocia_5yr","0.033","0.006","0.00e+00"
"ScaredFull_8yr","EasSocia_5yr","0.042","0.006","0.00e+00"
"ScqRestr_8yr","EasSocia_5yr","0.054","0.0063","0.00e+00"
"ScqSocia_8yr","EasSocia_5yr","0.013","0.0064","0.00e+00"
"SmfqFull_8yr","EasSocia_5yr","0.042","0.006","0.00e+00"
"SpinFull_8yr","EasSocia_5yr","0.032","0.0061","0.00e+00"
"SprakSeman_8yr","EasSocia_5yr","0.018","0.0066","0.00e+00"
"CapeFullC_14yr","EasSocia_5yr","0.009","0.0088","4.82e-143"
"PeqParenC_14yr","EasSocia_5yr","0.024","0.0088","5.07e-100"
"SbSchooC_14yr","EasSocia_5yr","0.009","0.0088","6.46e-132"
"SclAnxieC_14yr","EasSocia_5yr","0.016","0.0088","0.00e+00"
"SclDepreC_14yr","EasSocia_5yr","0.011","0.0088","6.84e-319"
"SdqProsoC_14yr","EasSocia_5yr","0.02","0.0092","3.38e-220"
"SdqProsoM_14yr","EasSocia_5yr","0.053","0.0105","0.00e+00"
"SmfqFullC_14yr","EasSocia_5yr","0.011","0.0095","5.58e-92"
"SmfqFullM_14yr","EasSocia_5yr","0.017","0.0108","0.00e+00"
"SpinFullC_14yr","EasSocia_5yr","0.006","0.0096","1.34e-225"
"SppaSociaC_14yr","EasSocia_5yr","0.019","0.0088","4.59e-58"
"SwlsFullC_14yr","EasSocia_5yr","0.009","0.0088","1.29e-179"
"YptiFullC_14yr","EasSocia_5yr","0.016","0.0088","1.06e-149"
"SprakExpre_5yr","SlasFull_5yr","0.375","0.0096","0.00e+00"
"SprakRecep_5yr","SlasFull_5yr","0.132","0.011","0.00e+00"
"SprakSeman_5yr","SlasFull_5yr","0.233","0.0106","0.00e+00"
"CccCoher_8yr","SlasFull_5yr","0.467","0.0092","0.00e+00"
"CebqFull_8yr","SlasFull_5yr","0.012","0.0117","0.00e+00"
"NhpicBenev_8yr","SlasFull_5yr","0.054","0.0117","0.00e+00"
"NhpicConsc_8yr","SlasFull_5yr","0.126","0.0115","0.00e+00"
"RsdbdAdhd_8yr","SlasFull_5yr","0.172","0.0114","0.00e+00"
"RsdbdCondu_8yr","SlasFull_5yr","0.106","0.0116","0.00e+00"
"RsdbdHyper_8yr","SlasFull_5yr","0.185","0.0113","0.00e+00"
"RsdbdInatt_8yr","SlasFull_5yr","0.254","0.0109","0.00e+00"
"RsdbdOdd_8yr","SlasFull_5yr","0.071","0.0116","0.00e+00"
"ScaredFull_8yr","SlasFull_5yr","0.085","0.0116","0.00e+00"
"ScqRestr_8yr","SlasFull_5yr","0.373","0.0107","0.00e+00"
"ScqSocia_8yr","SlasFull_5yr","0.053","0.0124","0.00e+00"
"SmfqFull_8yr","SlasFull_5yr","0.105","0.0116","0.00e+00"
"SpinFull_8yr","SlasFull_5yr","0.065","0.0118","0.00e+00"
"SprakSeman_8yr","SlasFull_5yr","0.162","0.0134","0.00e+00"
"CapeFullC_14yr","SlasFull_5yr","-0.004","0.0173","0.00e+00"
"PeqParenC_14yr","SlasFull_5yr","0.034","0.0173","0.00e+00"
"SbSchooC_14yr","SlasFull_5yr","0.053","0.0173","0.00e+00"
"SclAnxieC_14yr","SlasFull_5yr","0.005","0.0173","0.00e+00"
"SclDepreC_14yr","SlasFull_5yr","0.019","0.0173","0.00e+00"
"SdqProsoC_14yr","SlasFull_5yr","0.07","0.0183","0.00e+00"
"SdqProsoM_14yr","SlasFull_5yr","0.101","0.0211","0.00e+00"
"SmfqFullC_14yr","SlasFull_5yr","-0.002","0.0189","0.00e+00"
"SmfqFullM_14yr","SlasFull_5yr","0.089","0.0215","0.00e+00"
"SpinFullC_14yr","SlasFull_5yr","-0.001","0.0192","0.00e+00"
"SppaSociaC_14yr","SlasFull_5yr","0.035","0.0173","0.00e+00"
"SwlsFullC_14yr","SlasFull_5yr","0.011","0.0173","0.00e+00"
"YptiFullC_14yr","SlasFull_5yr","0.016","0.0174","0.00e+00"
"SprakRecep_5yr","SprakExpre_5yr","0.468","0.0042","0.00e+00"
"SprakSeman_5yr","SprakExpre_5yr","0.501","0.004","0.00e+00"
"CccCoher_8yr","SprakExpre_5yr","0.202","0.0062","0.00e+00"
"CebqFull_8yr","SprakExpre_5yr","0.021","0.0064","0.00e+00"
"NhpicBenev_8yr","SprakExpre_5yr","-0.001","0.0064","0.00e+00"
"NhpicConsc_8yr","SprakExpre_5yr","-0.011","0.0064","0.00e+00"
"RsdbdAdhd_8yr","SprakExpre_5yr","-0.024","0.0064","0.00e+00"
"RsdbdCondu_8yr","SprakExpre_5yr","0.092","0.0064","0.00e+00"
"RsdbdHyper_8yr","SprakExpre_5yr","0.044","0.0064","0.00e+00"
"RsdbdInatt_8yr","SprakExpre_5yr","0.006","0.0064","0.00e+00"
"RsdbdOdd_8yr","SprakExpre_5yr","0.013","0.0064","0.00e+00"
"ScaredFull_8yr","SprakExpre_5yr","0.039","0.0064","0.00e+00"
"ScqRestr_8yr","SprakExpre_5yr","0.118","0.0067","0.00e+00"
"ScqSocia_8yr","SprakExpre_5yr","-0.019","0.0068","0.00e+00"
"SmfqFull_8yr","SprakExpre_5yr","0.062","0.0064","0.00e+00"
"SpinFull_8yr","SprakExpre_5yr","0.059","0.0065","0.00e+00"
"SprakSeman_8yr","SprakExpre_5yr","0.278","0.0059","0.00e+00"
"CapeFullC_14yr","SprakExpre_5yr","0.008","0.0092","0.00e+00"
"PeqParenC_14yr","SprakExpre_5yr","0.018","0.0092","0.00e+00"
"SbSchooC_14yr","SprakExpre_5yr","0.026","0.0092","0.00e+00"
"SclAnxieC_14yr","SprakExpre_5yr","0.02","0.0092","0.00e+00"
"SclDepreC_14yr","SprakExpre_5yr","0.029","0.0092","0.00e+00"
"SdqProsoC_14yr","SprakExpre_5yr","0.034","0.0097","0.00e+00"
"SdqProsoM_14yr","SprakExpre_5yr","0.055","0.0112","0.00e+00"
"SmfqFullC_14yr","SprakExpre_5yr","0.012","0.01","0.00e+00"
"SmfqFullM_14yr","SprakExpre_5yr","0.029","0.0115","0.00e+00"
"SpinFullC_14yr","SprakExpre_5yr","0.009","0.0102","0.00e+00"
"SppaSociaC_14yr","SprakExpre_5yr","0.008","0.0092","0.00e+00"
"SwlsFullC_14yr","SprakExpre_5yr","-0.005","0.0092","0.00e+00"
"YptiFullC_14yr","SprakExpre_5yr","-0.017","0.0092","0.00e+00"
"SprakSeman_5yr","SprakRecep_5yr","0.575","0.0036","0.00e+00"
"CccCoher_8yr","SprakRecep_5yr","0.218","0.0061","0.00e+00"
"CebqFull_8yr","SprakRecep_5yr","0.023","0.0064","0.00e+00"
"NhpicBenev_8yr","SprakRecep_5yr","-0.004","0.0064","0.00e+00"
"NhpicConsc_8yr","SprakRecep_5yr","0.004","0.0064","0.00e+00"
"RsdbdAdhd_8yr","SprakRecep_5yr","-0.007","0.0064","0.00e+00"
"RsdbdCondu_8yr","SprakRecep_5yr","0.127","0.0063","0.00e+00"
"RsdbdHyper_8yr","SprakRecep_5yr","0.089","0.0064","0.00e+00"
"RsdbdInatt_8yr","SprakRecep_5yr","0.045","0.0064","0.00e+00"
"RsdbdOdd_8yr","SprakRecep_5yr","0.028","0.0064","0.00e+00"
"ScaredFull_8yr","SprakRecep_5yr","0.055","0.0064","0.00e+00"
"ScqRestr_8yr","SprakRecep_5yr","0.129","0.0067","0.00e+00"
"ScqSocia_8yr","SprakRecep_5yr","-0.026","0.0068","0.00e+00"
"SmfqFull_8yr","SprakRecep_5yr","0.122","0.0063","0.00e+00"
"SpinFull_8yr","SprakRecep_5yr","0.069","0.0065","0.00e+00"
"SprakSeman_8yr","SprakRecep_5yr","0.327","0.0058","0.00e+00"
"CapeFullC_14yr","SprakRecep_5yr","0.004","0.0092","0.00e+00"
"PeqParenC_14yr","SprakRecep_5yr","0.019","0.0092","0.00e+00"
"SbSchooC_14yr","SprakRecep_5yr","0.031","0.0092","0.00e+00"
"SclAnxieC_14yr","SprakRecep_5yr","0.014","0.0092","0.00e+00"
"SclDepreC_14yr","SprakRecep_5yr","0.026","0.0092","0.00e+00"
"SdqProsoC_14yr","SprakRecep_5yr","0.037","0.0097","0.00e+00"
"SdqProsoM_14yr","SprakRecep_5yr","0.062","0.0112","0.00e+00"
"SmfqFullC_14yr","SprakRecep_5yr","0.003","0.01","0.00e+00"
"SmfqFullM_14yr","SprakRecep_5yr","0.095","0.0114","0.00e+00"
"SpinFullC_14yr","SprakRecep_5yr","0.001","0.0102","0.00e+00"
"SppaSociaC_14yr","SprakRecep_5yr","0.023","0.0092","0.00e+00"
"SwlsFullC_14yr","SprakRecep_5yr","0.01","0.0092","0.00e+00"
"YptiFullC_14yr","SprakRecep_5yr","-0.011","0.0092","0.00e+00"
"CccCoher_8yr","SprakSeman_5yr","0.256","0.006","0.00e+00"
"CebqFull_8yr","SprakSeman_5yr","0.017","0.0064","0.00e+00"
"NhpicBenev_8yr","SprakSeman_5yr","-0.026","0.0064","0.00e+00"
"NhpicConsc_8yr","SprakSeman_5yr","-0.016","0.0064","0.00e+00"
"RsdbdAdhd_8yr","SprakSeman_5yr","-0.038","0.0064","0.00e+00"
"RsdbdCondu_8yr","SprakSeman_5yr","0.081","0.0064","0.00e+00"
"RsdbdHyper_8yr","SprakSeman_5yr","0.036","0.0064","0.00e+00"
"RsdbdInatt_8yr","SprakSeman_5yr","0.013","0.0064","0.00e+00"
"RsdbdOdd_8yr","SprakSeman_5yr","0.004","0.0064","0.00e+00"
"ScaredFull_8yr","SprakSeman_5yr","0.043","0.0064","0.00e+00"
"ScqRestr_8yr","SprakSeman_5yr","0.15","0.0067","0.00e+00"
"ScqSocia_8yr","SprakSeman_5yr","-0.02","0.0068","0.00e+00"
"SmfqFull_8yr","SprakSeman_5yr","0.083","0.0064","0.00e+00"
"SpinFull_8yr","SprakSeman_5yr","0.065","0.0065","0.00e+00"
"SprakSeman_8yr","SprakSeman_5yr","0.406","0.0054","0.00e+00"
"CapeFullC_14yr","SprakSeman_5yr","0.009","0.0092","0.00e+00"
"PeqParenC_14yr","SprakSeman_5yr","0.023","0.0092","0.00e+00"
"SbSchooC_14yr","SprakSeman_5yr","0.014","0.0092","0.00e+00"
"SclAnxieC_14yr","SprakSeman_5yr","0.005","0.0092","0.00e+00"
"SclDepreC_14yr","SprakSeman_5yr","0.014","0.0092","0.00e+00"
"SdqProsoC_14yr","SprakSeman_5yr","0.035","0.0097","0.00e+00"
"SdqProsoM_14yr","SprakSeman_5yr","0.054","0.0112","0.00e+00"
"SmfqFullC_14yr","SprakSeman_5yr","-0.001","0.01","0.00e+00"
"SmfqFullM_14yr","SprakSeman_5yr","0.052","0.0115","0.00e+00"
"SpinFullC_14yr","SprakSeman_5yr","0.013","0.0101","0.00e+00"
"SppaSociaC_14yr","SprakSeman_5yr","0.015","0.0092","0.00e+00"
"SwlsFullC_14yr","SprakSeman_5yr","-0.005","0.0092","0.00e+00"
